area1,place,time,area,rating,snippet
제주도, 비자림,2019년 3월,"서울, 대한민국",3,"마침 비오는 날 방문했는데, 비내리는 숲향을 맡고 싶어서 갔지만 비가 내리기 시작한 즈음에 가서 그런지 제대로된 향은 맡지 못했다. 식사하고 한 번 둘러볼만한 곳은 되지만 입장료가 있어서 ㅎㅎ 다시 갈까 싶다!"
제주도, 비자림,2018년 9월,"서귀포, 대한민국",5,우선 연세가 드신 분들은 산행을 하거나 긴 거리를 걷는 것이 무리가 될 수도 있는데 길도 평탄하고 오르막길 내리막길 없이 천천히 걸으면서 주위를 감상하시 좋다. 어린아이들도 가볍게 걸을 수 있으니 가족 단위로 오기좋다.
제주도, 비자림,2019년 2월,"광명, 대한민국",5,"처음엔 별 기대 없이 방문했는데.. 매표소에 보니 무료로 숲해설사와 함께 걷는 프로그램이 있어 참가했는데, 너무 좋았어요.. 아는만큼보인다! 우리나라의 곶자왈 지역이 얼마나 중요한 곳인지 알게 되었습니다. "
제주도, 비자림,2019년 2월,"광주, 대한민국",4,제주의 생태와 자연을 경험하고 만끽할 수 있는 곳. 제주에 있는 다양한 자연 생태계를 경험하고 쉼도 가질 수 있는 곳이네요. 자연을 사랑하고 숲을 사랑하는 분들께는 추천이요
제주도, 비자림,2019년 2월,X,5,편안해지는 곳. 제주도에 있는 명소로 추천한다. 공기도 맑고 머리도 맑아짐. 송이흙길은 맨발로 걷기 좋다고 하는데 도전해보진 않음
제주도, 비자림,2018년 12월,X,5,1시간 정도 코스인데 비온 다음날이라 그런지 숲 향기도 은은하게 나고 너무 좋았다. 매 시간마다 설명 들을 수 있는 무료 가이드가 있는데 우리는 시간을 애매하게 가서 들을 수 없었다. 
제주도, 비자림,2018년 2월,X,5,"짧은기간동안 제주를 여행하셔야 하는데 제주의 숲길을 1~2시간 정도 걷고 싶으시다면, 비자림을 꼭 가보세요. 그리고 여행경로에 따라 가장 가까운 올레길 안에 있는 곶자왈 중에 하나 선택하셔서 한군데 더 걸어보시면 될 것 같아요.  여러 곶자왈들의 특징이 각각 조금씩 달라서 걷는 느낌이 다 다르지만, 그래도 한 카테고리안에 담을 수 있을 것 같은데, 비자림은 그 어느 카테고리안에도 넣기 힘들 정도로 다릅니다 ^^ 개인적으로 겨울 비자림이 참 매력적이예요."
제주도, 비자림,2018년 4월,X,4,산책하기 좋습니다. 생각보다 오래 걸리지만 좋은 체험이 될것입니다. 어른들이 더 좋아하실것 같습니다. 물론 젊은 사람들에게도 좋습니다 코스가 힘들지 않습니다
제주도, 비자림,2018년 11월,X,5,비오는 가을도 이렇게 멋지니 나머지 계절은  어떨지 엄청 궁금해지는 정말 좋았던 산책코스 였어요  단지 여럿이 온 사람들이 너무 떠들어서  아직도 저런 기본이 없는 인간들이 있구나 싶긴 했지만 비자림은 정말 굿
제주도, 비자림,2018년 11월,X,5,저는 이곳이 가장 제주도를 느낄 수 있는 곳이라고 생각합니다. 비자림은 제주만의 이끼를 품은 숲과 나무향이 정말 좋은 곳이에요. 
제주도, 비자림,2018년 10월,"서울, 대한민국",2,제주도는 기본적으로 어느 정도 이상의 자연환경을 갖췄기에 사람이 많은 곳보다는 한적한 곳을 추천함. 이곳의 숲은 울창해서 나쁘지는 않았지만 10월 중순의 토요일 비자림은 사람들 말소리에... 조용히 사색 혹은 뭔가 치유받고 싶은 여정과는 거리가 먼.. 그런 곳임.. 차라리 제주도의 사람 손길 닿지 않은 곳들 방문을 추천. 아니면 관리사무소에서 방문객들에게 주의를 좀 줬으면 하는 바램
제주도, 비자림,2018년 10월,"서울, 대한민국",4,"날씨가 비왔다, 개었다를 반복하는 날씨였는데, 정말 힐링하기 좋은 장소였습니다. 풀냄새며, 나무 향기, 천년의 세월을 이겨 온 수목들,,,, 다음에도 방문하고 싶은 곳입니다."
제주도, 비자림,2018년 10월,"서울, 대한민국",5,혼자 여행을 간거라 제주 숲에 가고 싶어도 무서워서 좀 못가겠더라구요. 비자림은 사람이 많은게 흠이지만 또 한편으론 사람이 많아서 안전하게 제주의 숲을 즐길 수 있어서 좋은 것 같아요. 날씨가 흐려도 맑아도 다 좋아요
제주도, 비자림,2018년 8월,X,4,"일정중에 비가 와서 걱정했는데, 비오는날도 좋더라고요. 비냄새, 풀냄새 너무 향기로웠고 비가 와도 산책하기 나쁘지 않았어요."
제주도, 비자림,2018년 10월,X,5,제주도에 있으면 꼭 방문 하는곳이다  가서 산책하고 나면 정말 머리도 맑아지고 기분이 상쾌하다 송이 밝는 느낌조차도 너무 좋다 근처에 있으면 항상들러 하루를 시작하고 싶은곳
제주도, 비자림,2018년 10월,"서울, 대한민국",5,산책하는 내내 비자나무 향기가 나서 참 좋다 나무가 많아 울창하고 숲길이 시원하다 건강해질 듯한 느낌 걷기에 적당한 거리
제주도, 비자림,2018년 5월,X,5,"지난번 제주도 여행시 가보지 못해 이번에는 꼭 가봐야겠다고 생각했었는데, 생각보다 더 예뻤습니다. 짙은색의 흙과 제주도느낌나는 식물들이 길을 더 예쁘게 만들어줍니다. 날씨가 너무 좋아 숲길입구까지는 조금 더웠지만 숲길은 쾌적하거 좋았습니다."
제주도, 비자림,2018년 9월,"서울, 대한민국",4,이번이 두번째 방문인데 비오는 날 더 숲향기를 즐길 수 있어 비자림은 비오는 날 더 추천합니다! 공기를 마시면 건강해지는 기분이예요~! 요새 입장료는 3000원으로 올랐어요ㅠ 아쉽지만 그래도 3000원이 전혀아깝지않아여 ㅎ
제주도, 비자림,2018년 5월,X,5,"여기 되게 멋지지 않나요? 자연을 좋아하는 저는 나이를 먹어가는 것인가, 나무가 많은 것이 제가 꼭 사진작가가 된 것 같은 기분이에요"
제주도, 비자림,2018년 9월,X,3,생각보다 짧고 허접해서 조금 실망했어요ㅠㅠ그냥 아무 생각없이 걷기에는 좋아요 ㅋㅋㅋ 공기가 좋아서 기분이조ㅗ았어요
제주도, 비자림,2018년 3월,X,4,정말 맑은 공기. 눈이 번쩍 뜨일 것 같은 풍경이 일품인 곳이에요. 가족 단위로 천천히 걸으면서 살림욕 하기에 그만인 장소인 것 같아요. 나무들에 이름표도 있어서 아...이건 이거구나 하고 공부도 하고 왔네요~.
제주도, 비자림,2017년 9월,"서울, 대한민국",5,원래 산을 좋아하지만 여유롭게 산책 삼아서 다녀오기 좋아요 숲이 우거져있어서 분위기가 색다르고 유명한 나무들 구경하는 재미도 쏠쏠합니다.
제주도, 비자림,2018년 8월,X,4,울창한 비자나무가 너무 멋있었어요~ 사진도 잘나와서 많이 찍었습니다~! 짧은 코스 (40분) 짜리로 갔지만~ 부모님이 걷기 버거워하셔서 아쉽지만 저희는 돌아왔어요 ㅜㅜ 사람이 많으면 발걸음에 먼지가 일어나서 사람 없는 시간에 가면 더 좋을 것 같아요~! 
제주도, 비자림,2018년 7월,"수원, 대한민국",4,"비자림 진짜 맑은 공기 마실 수 있고 , 어린 아이와 함께 가도 아기가 뛰어놀기 좋아요. 걷는것도 힘들지 않아 추천하고 싶은 곳이예요"
제주도, 비자림,2018년 6월,X,4,최근 제주도에 아름다운 숲길에 많이 알려져서 비자림은 예전의 명성만은 못한것 같다. 그래도 그 평화롭고 여유로운 숲속의 산책시간이 어디 가지는 않는다. 화장실 등 입구의 부대시설이 조금 아쉬움.
제주도, 비자림,2018년 3월,X,5,나무도 엄청크고 예쁘고 길도 예쁘고 좋았어요 그림같이 예뻐서 사진도 많이 찍도 천천히 산책도 하고 맑은 공기도 많이 마시고 왔어요^^
제주도, 비자림,2018년 4월,X,5,"숲해설 시간이 맞아서 설명들으면서 숲 한바퀴 돌았어요. 곶자왈 설명도 듣고, 아주 좋았답니다. 산림욕 제대로 하고 왔습니다."
제주도, 비자림,2018년 3월,"서울, 대한민국",4,조금씩 자라는 나무인지라 생각보다 나무들이 크진 않아요. 하지만 오랜시간에 걸쳐 조금씩 만들어진 예쁜 숲은 산책하기 참 좋습니다. 잘 유지되었으면 하는 곳. 
제주도, 비자림,2018년 4월,X,4,"큰 기대하지 않고 갔었지만, 생각보다 나쁘지 않았어요. 무엇보다도 걷고 있으면서 느끼는 공기가 좋았어요. 비자림 안에 화장실이 없는게 아쉬웠지만, 그래도 위치상 어쩔수 없었다 생각합니다. ㅎ"
제주도, 비자림,2018년 4월,"광명, 대한민국",5,곶자왈 지형에 자리잡은 비자림.. 비자나무는 1년에 1mm정도 자란데요.. 숲 해설사 선생님 안내받으며 비자림과 제주의 아름다움을 더 느낄 수 있었어요..
제주도, 비자림,2018년 4월,"서울, 대한민국",5,간만에 찾은 제주에서 처음 가본 비자림.코스도 길지 않아 장거리 걷는데 불편을 느끼는 중년도 부담없이 거닐수 있습니다
제주도, 비자림,2017년 5월,X,5,아주 잘 관리된 비자나무들로 숲속의 산책길을 조성해 놓은 곳입니다. 나무 향에 취해 가볍게 산책 할 수 있도록 산책로를 아주 이쁘게 잘 만들어놓았어요. 거의 평지로만 되어 있고 천천히 산책해도 1~2시간이면 돌아볼 수 있습니다. 특히 비 온 다음날 가면 비자나무향이 더 진하게 느껴지고 좋아요. 부모님 모시고 가면 정말 좋아하실 것 같은 곳이에요.
제주도, 비자림,2018년 2월,X,4,매우 상쾌하게 산책할수 있다. 운동화를 가져가는것도 좋다. 계속걸어야한다. 중간에 길이 엉키는 곳이 있지만 길잃을 걱정은 안해도 된다. 이정표가 다 있고 한길로 이어진다. 꼭한번 가보길 바란다.
제주도, 비자림,2018년 3월,"댈러스, 텍사스",1,그냥 산림이라고 보시면 됩니다  전기차 충전소 있구여  숲 이에요 산책하기에는 좋은거 같아요 입장료 천오백원 입니다
제주도, 비자림,2018년 2월,"서울, 대한민국",5,비가 오거나 안개가 낀 날에 제주도 구경하기가 애매한데 이런날 가면 딱 좋은 곳이 비자림입니다. 단 우비는 꼭 챙기세요. 비자림 숲 해설이 1시간에서 2시간마다 있는데 그냥 산책하는 것보다 훨씬 재미있게 비자림을 구경할 수 있습니다. 
제주도, 비자림,2018년 1월,"안양, 대한민국",5,"비자림 근처에 숙박하게 되어서 아침에 신선한 공기를 마시면서 한 바퀴 산책하고 왔는데 정말 좋습니다~!! 사진 찍으면서 천천히 걸었더니 약 40~50분 정도 소요 된 것 같은데, 전혀 힘들거나 그렇지는 않습니다. 제주에는 산책로가 많이 있긴 하지만 비자 나무로 둘러쌓인 소로를 산책하니 몸도 마음도 편안해지고 좋았습니다!!"
제주도, 비자림,2017년 12월,"서울, 대한민국",5,피톤치드 충전하러 가기에 좋아요 . 산책길도 잘 되어있어서 가볍게 돌아볼 수 있습니다. 비올때도 좋아요
제주도, 비자림,2017년 7월,X,4,대중교통으로 이용이 가능하지만 배차간격이 깁니다.  소소하게 걸으면서 관광하기 좋은곳입니다.
제주도, 비자림,2017년 12월,"서울, 대한민국",5,단일종으로 가장 큰 숲이라고 하네요. 숲 조성 잘되어있고 코스가 긴 곳이 아니라 기분 좋게 걷기 제격입니다. 
제주도, 비자림,2017년 7월,"대전, 대한민국",5,나무로 둘러 쌓여있어 휴식을 취하기 매우 좋으며 리프레쉬 공간으로 최고다. 공기가 매우 좋다. 
제주도, 비자림,2017년 4월,"서귀포, 대한민국",5,연세가 많으신 부모님과 함께 방문했다. 오름이나 둘레길처럼 많은 곳이 있지만 오래 걷지 못하시는 부모님과 가기엔 무리라 가볍게 걷기 좋고 좋은 공기를 마실 수 있는 곳이기에 선택. 가파른 길이 아닌 평평한 길이기에 연세가 많은 분들이나 아이와 걷기에도 무리가 없다. 깨끗한 공기와 비자나무에 둘러쌓여 걷는 간단한 코스로 최적.
제주도, 비자림,2017년 11월,"서울, 대한민국",5,천천히 걷기도 좋고 여유있어요 겨울에 눈내릴때 사진도 너무 잘나오고요. 주차하기 힘들었습니다ㅜㅗㅑ
제주도, 비자림,2017년 5월,"안양, 대한민국",5,산책하기 정말 좋은 비자림 비자나무 숲 사이를 걸으며 산책하는 즐거움이 있고요 정말 강추해요
제주도, 비자림,2017년 11월,X,5,비자나무 냄새가 너무좋아요 땅에 떨어진 비자나무 열매들을 다 주워가셔서 열매를 못가져온게 아쉽네요 연리지도 두개의 나무가 합쳐진거라 신기했습니다.
제주도, 비자림,2017년 6월,"인천, 대한민국",5,인생사진은 물론이고 걷는내내 느껴지는 숲냄새 나무향기 너무좋았습니다. 일정이 넉넉했다면 더 둘러보고싶었어요
제주도, 비자림,2017년 4월,"서울, 대한민국",5,흙길을 걸을 수 있어서 좋았어요 그리고 나무가 우거져 그림자가 져서 시원하게 걷기 좋았습니다.
제주도, 비자림,2017년 9월,"서울, 대한민국",4,저는 비가 조금 내리는 날에 갔어요! 비자림은 비오는 날에 가야 좋다고 하더군요. 숲길을 걸으니 좋았어요! 저는 이날 비도오고 사람들도 많이 없으면 비자림을 걷는 게 너무 무서울 것 같았는데 비자림을 방문했던 관광객들이 많았어요! 그리고 비자림 안에도 위험한 일이 생기면 벨을 누를 수 있는 장치가 있었어요! 비자림을 천천히 걸어서 한시간 넘게 걸었어요! 연리지 앞에서 많은 분들이 사진을 찍으시더군요! 대부분 차를 타고 오셨던데 저는 비자림까지 버스를 타고 갔어요. 환승해야 하는 곳에서 내렸었는데…
제주도, 비자림,2017년 6월,X,5,"외국인 친구들이 한국을 방문하여 제주도를 가면 꼭 데려가는 곳입니다. 도시 소음에서 벗어나 자연의 소리 (새 소리, 바람 소리 등)를 들으며 산책하기 정말 좋습니다. 바닥도 화산송이라서 붉은 길이고 걷는 맛이 있습니다. 저는 차를 렌트해서 아침에 가서, 주차장도 한가하고 좋았습니다.  서울 살지만, 조만간 다시 비자림 길을 걸으러 제주도로 주말에 놀러갈 계획입니다. 도시에 지친 사람들에게 좋은 힐링 산책로 같아요."
제주도, 비자림,2017년 1월,X,5,사색에 빠져  생각정리하기에 너무 좋은곳이었습니다 혼자는 좀 무섭기도해서 친구나 가족과 각자 조용한 휴식취하면서 둘러보면 좋을 것 같아요!
제주도, 비자림,2017년 8월,X,2,차가 없는 분들은 절대 가려고 시도해선 안 되는 곳. 물론 풍경 자체는 아름답긴 했지만 제주도에 이정도 아름다운 곳은 많아서 특별할 것은 없어요. 그리고 버스로 가기에 너무 불편해요
제주도, 비자림,2017년 11월,"전주, 대한민국",5,참 향기도 좋고 기분이 좋아지는 곳이에요.. 맑은 공기와 풍경이 넘 좋았어요. 천천히 구경하시고 여유를 느껴보세요
제주도, 비자림,2017년 8월,"서울, 대한민국",5,제주도에서만 볼 수 있는 다양한 종의 식물과 울창한 비자나무가 인상적인 곳으로 이국적인 느낌을 줍니다. 가벼운 복장으로 부담없이 다양한 연령대의 가족이 둘러볼 수 있는 곳으로 가족여행중에 꼭 한번 방문해 보길 추천합니다. 
제주도, 비자림,2017년 9월,"서울, 대한민국",5,"큰 경사가 있는 것이 아니어서 어른, 아이들과의 산책에 좋습니다. 한 바퀴 도는데 대략 한 시간 정도 소요됩니다. 사람은 많습니다."
제주도, 비자림,2017년 11월,X,4,친구들과 여행하며 들린곳인데 하필 비가와서 우비까지입고 구경했어요 근데 어찌나 상쾌하고 공기가맑은지 너무 좋았습니다
제주도, 비자림,2017년 8월,"부천, 대한민국",5,비가 오는 여름날에 가서 습했지만 더 상쾌하고 숲안에 있는 느낌이라서 너무 좋았어요!!!!
제주도, 비자림,2017년 7월,"부산, 대한민국",4,가족여행장소.산책하기는 좋으나 다 둘러보는데 시간이 너무 걸리네요. 렌트해가시면 주차장이있어서 좋네요. 힐링되는 시간이었습니다.  
제주도, 비자림,2017년 6월,"서울, 대한민국",4,새소리도 많이들리고 좋았어요 중간에 화장실은없으니 미리 다녀오세요~~ 산책하기 참 좋았습니다
제주도, 비자림,2017년 3월,"대구, 대한민국",2,"제가 방문했을때는, 그냥 산책하기 좋은곳이라는  느낌만받았으나, 친구가 방문했을당시 해설을해주시는 분과 같이 동행했을때 매력이 넘친다고하더라구요, 위치는 동쪽에 위치하며, 부모님 모시고 들리긴 괜찮은곳, "
제주도, 비자림,2017년 11월,X,4,산책하기 좋은곳이였습니다. 날씨 따뜻할때 가시면 걷기 좋을것 같네요~ 공기좋고 평화로왔습니다
제주도, 비자림,2017년 2월,X,4,비와서 급 수정한 일정이었는데도 되게좋았어요.  한적하니 산책하는 느낌으로 산림욕도 하구요ㅋ 좋아요
제주도, 비자림,2017년 11월,"성남, 대한민국",4,정말 키가 큰 나무가 하늘 높이 쭉쭉 뻗어서 숲을 이룬 곳이다. 살림욕이란 이런데서 하는 것이다란 생각이 저절로 든다.
제주도, 비자림,2017년 11월,X,5,"제주도 하면 바다를 많이 관광하곤 하는데, 제주도에는 비자림을 비롯한 숲길을 걷는 관광지가 많습니다. 비자림의 경우는 1시간 정도로 짧은 산책이 가능해 좋습니다. 버스로 이동하는 것이 불편하니 버스와 택시를 적절히 사용해서 방문하는 것도 좋습니다. 비가 올때 관광하기가 애매하면, 비자림을 찾는 것도 좋습니다. 울창한 비자림 나무들이 비를 막아주며, 피톤치드를 한껏 내뿜기대문입니다. 친구들을 늘 데려가는 명소로 만족도도 높고 아이들도 참 좋아합니다. "
제주도, 비자림,2017년 6월,"서울, 대한민국",5,"정말 좋은 산책 코스였어요  공기도 좋았고, 약간 흐린날 갔었는데 그래서 인지 더 분위기도 차분하고 조용해서 천천히 돌기 좋았습니다"
제주도, 비자림,2017년 11월,X,5,"비자나무로 가득한 숲입니다. 아주 저렴한 입장료에 숲길을 걸을 수 있습니다. 맑은 날과 흐린 날 모두 즐기기 좋습니다. 자연을 생각하여, 관광객들이 쓰레기를 아무데나 버리지 말길 바랍니다."
제주도, 비자림,2017년 11월,X,5,가벼운 산책 하기 좋은 곳입니다. 공기도 좋고 언덕도 가파르지 않아서 아이들도 쉽게 같이 걸을 수 있습니다.
제주도, 비자림,2017년 6월,"성남, 대한민국",5,"제주도에 가서 마음에 들었던 관광지 중 하나입니다. 안에 들어서면 정말 공기부터가 다릅니다. 비가 살짝 왔었는데, 오히려 그게 분위기를 더 살려줬던거 같습니다."
제주도, 비자림,2017년 11월,"서울, 대한민국",4,워낙유명한 산책로입니다 길은 험하지않구요 다만 숲길이긴하지만 사람들이 많아 이른아침에 가시는걸 추천드려요 ㅎㅎ
제주도, 비자림,2017년 10월,"상하이, 중국",5,아마도 몇년 전에 가봤을 듯 한데 이리 생소할 줄 몰랐습니다.  여튼 우리에게도 원시림에 가까운 이런 숲이 잘 보존되고 있다는 것이 뿌듯합니다.  힐링을 위해 적극 추천 합니다
제주도, 비자림,2017년 10월,"고양, 대한민국",4,"가을에 가서 그런지 선선하고 좋았습니다. 규모가 큰편은 아니여서 간단하게 산책할수 있어서 좋았구요,  보존이 잘되어있기 때문에 쓰레기 절대로! 버리지 마세요~"
제주도, 비자림,2017년 2월,X,5,"머물던 집이 근처여서 두 달 동안 50번 넘게 갔습니다. 눈 뜨면 일어나자마자 커피 한  병 들고 매일 새벽 산책과 저녁 산책을 하던 곳인데, 어르신들도 아이들도 누구나 함께 갈 수 있고 이상하게 편안한 곳이더군요. 4계절 모두 방문했는데 정말 계절 별로 해 뜰 때, 해 질 무렵, 한낮.. 언제든 강추 합니다. 여름도 좋지만, 겨울도 예뻐요. 새벽에 표 관리하시는 분 출근 전에도 출입 가능하더군요. 동 트기 전에 가 보시는 것도 추천 할 만 합니다. 돌아보는 데는 한 시간이면 넉넉하고, 한여름도…"
제주도, 비자림,2017년 9월,X,5,비자나무로 가득한 산책이 가능한 깨끗한 숲길이다.  나무가 정말 예쁘게 잘 자라있고 걷기에 전혀 무리가 없고 중간 중간 쉬며 공기를 마실 수 있는 곳도 많다.  제주의 깔끔한 자연을 한두시간 푹 즐길 수 있는 곳이다.
제주도, 비자림,2017년 9월,"코타키나발루, 말레이시아",5,조용히 산책하기 위해 아침부터 서둘러 방문했다. 조용히 비자나무 숲을 거닐며 들려오는 바람소리와 새소리가 너무 환상적이었다. 제주를 방문한다면 꼭 방문하길 바란다
제주도, 비자림,2017년 4월,X,5,"또가고 싶을만큼 좋았어요  다음달에 또 제주 방문하는데, 이번엔 일정이 짧아서 아쉽네요.  저희 할머니는 여기 다녀오시면 공기가 좋아서인지 기침도 가라앉는다고 좋아하세요. "
제주도, 비자림,2017년 9월,"샌 부르노, 캘리포니아",5,이번 제주여행에서 처음 가봤는데 너무 좋았어요. 한시간~한시간반정도 산책하기 좋아요  비자림 숲을 걸으며 힐링해보세요  추천합니다~
제주도, 비자림,2017년 8월,"제주, 대한민국",5,"비자림은 어릴 적에 야영이나 수련 활동으로 가보고 가보지 않았던 곳인데 새롭게 정비도 했다고 하고 관광객들도 많이 간다고 해서 정말 이십년만에 다시 가봤습니다. 예전에는 관광지라는 생각도 없고 그냥 마지 못해 가던 곳이었는데 이젠 나이가 들어서인지 몰라도 비자나무 숲이 너무 좋게 느껴지더라구요. 산책로 정비도 잘 되어 있고 바람도 시원해서 여름에 가도 막 덥지 않고 좋았습니다. 가족과 함께 산책하기 좋습니다. 근처에 용눈이오름, 다랑쉬오름, 만장굴 등도 가까워서 함께 다니기 좋습니다."
제주도, 비자림,2017년 8월,"광주, 대한민국",5,자녀를 동반하고 산책하기에 좋은곳입니다 주차장이 조금 협소 하지만 숲길로 들어서면 한여름에도 그늘이 져서 덥지 않게 걸을수 있고 대부분 평탄한 길이라 아이들도 무리없이 걸어다닐수 있습니다 비가 오거나 비가 온후에 가는걸 추천하고 바닥이 질척거려도 나중에 출구에 씻는곳이 따로 마련되어 있습니다
제주도, 비자림,2016년 9월,X,4,비올때 가면 좋다길래 비오는날 갔음 공기도 좋고 산책하기 좋음 숲길 산책할라면 또 갈수도있을거같음
제주도, 비자림,2017년 6월,"서울, 대한민국",4,제주에서 비오면... 어딜 가지? 비자리믈 가지... 약간 비내릴때 가면 촉촉하니 산책하기 더 좋은 비자림 추천합니다.
제주도, 비자림,2017년 8월,"서울, 대한민국",5,울창한 숲을 거닐고 있노라면 마음이 편해집니다 ~^^ 수목원처럼 사람이 꾸민게 아니라 자연 그대의 숲에 산책길이 나 있습니다 !!
제주도, 비자림,2017년 8월,X,5,울창한 나무숲을 걸어서 산책할 수 있는 곳. 수천년 묵은 나무들이 뿜어내는 향기를 들이마시며 힐링할 수 있음. 체력이 달려도 오케이. 운동화는 신어야 하지만.
제주도, 비자림,2017년 2월,X,5,비올때 특히 비자향이 더 잘 느껴짐  우비입고 산책하기 가능  아시아 최고의 비자나무 군락지  화산송이 길 
제주도, 비자림,2017년 7월,X,5,"공기좋고 깨끗하고 맑고, 사람이 많은것 빼고는 자연의 향기가 솔솔. 산책하기 딱 좋음. 주차공간은 조금 부족"
제주도, 비자림,2017년 6월,"서울, 대한민국",5,1시간 정도 여유있게 산책하기 좋은 곳입니다. 1년에 1mm만 자란다는 비자나무가 울창한 숲이에요. 몇백년 된 비자나무가 가득하고 향기도 너무 좋아요. 안내하시는 분이 나무 아래 떨어진 작은 가지를 주면서 향기를 맡아보라고 하시네요. 너무 좋았어요. 오르막이 있거나 힘든 코스가 아니라서 아이나 어른들에게 모두 괜찮은 곳입니다.
제주도, 비자림,2017년 6월,"서울, 대한민국",4,부슬비가 내리는 날 입구에서 비닐우비를 사입고 산책로를 한바퀴 걸었습니다. 몸과 마음이 정화되는 느낌이었습니다. 힘들지 않게 딱 좋은 코스입니다.
제주도, 비자림,2017년 5월,"서울, 대한민국",4,우선 굉장히 저렴한 입장료는 매력적이다. 자연을 그대로 보존하면서 산책할수있기때문에 매우 친환경적이며 만족감이 큰 곳이다 중간중간 까마귀를 관찰할수있고 풀냄새를 맡으면서 자연 친화적인 시간을 보낼수있는 곳이다 
제주도, 비자림,2017년 5월,"서울, 대한민국",5,비가 추적거리는 날 해변을 돌아다니기 아쉬워 선택한 비자림. 빗물을 머금고 있어 더욱 푸르고 싱그럽게 즐길 수 있었습니다.
서울, 경복궁,2020년 10월,"서울, 대한민국",5,대한민국의 역사가 잠들어 있는 곳. 서울을 방문했다면 꼭 방문해야 되는 곳. 경복궁은 우리의 역사다. 넓은 경복궁을 산책할 수 있는 것은 언제나 행복이다.
서울, 경복궁,2020년 7월,X,5,경복궁은 국민들이 자주 찾는곳으로 작성자는 주말에 자주 가족들과 방문 하고 있음. 특히 가족들과 방문시 옛고궁의 멋을 즐길수 있으며 쾌적한 공기와 역사를 체험하고 힐링할수 있는곳임.
서울, 경복궁,2020년 3월,"서울, 대한민국",5,날씨 좋은 날 종종 산책하러 경복궁에 가는데 마음이 편온해지는 기분이라고 할까요? 특히 봄이나 가을에 산책가는 걸 추천해요!
서울, 경복궁,2020년 4월,X,5,Goooooood 다 좋습니다 다음에 또 오고 싶네요 근처 관광지도많고 먹을거리도많네요 서울올때마다 자주이용중인데 또오고싶습니다
서울, 경복궁,2020년 4월,"도쿄, 일본",5,요새 더더욱 코로나로 인해 사람 방문이 적음. 두자녀 동반시 성인 입장무료. 지금 시기에 나들이 하기 딱 좋은곳. 지하철 광화문역이나 종각역이용 편리.
서울, 경복궁,2020년 3월,"서울, 대한민국",5,"조선 개국 4년째인 1395년에 처음으로 세운 으뜸 궁궐이다.  '하늘이 내린 큰 복' 이라는 뜻으로 경복궁이라 이름지었다.  가장 아름답고 웅장한 이 경복궁은 임진왜란, 일제강점기 2번에 걸쳐   일본의 악랄하고 잔인한 파괴를 당한 악연을 갖고있다.  향원정은 보수 공사로 인해 볼 수 없지만   아름다운 경회루만으로도 충분한 경복궁이다."
서울, 경복궁,2020년 3월,"서울, 대한민국",5,"한국 건축물의 아름다움을 느낄 수 있는 곳이고, 한복을 입었을 때 입장료는 무료. 주변에 한복 대여점이 많으니 한번쯤 대여해서 입어보는것도 나쁘지 않을듯"
서울, 경복궁,2019년 6월,"서울, 대한민국",5,"조선의 성곽 안에는 박물관도 있고 경회루 등 볼것이 많다.   외국인들 및 연인들도 주변에서 한복 및 특수복장 빌려서 성을 둘러보며 데이트를 즐기기에 딱 좋다. 야간개장도 하니 잘 알아보고 올것   한국사람이라면 한번이상은 꼭와봤고 , 외국인들에게도 좋은 관광지라고 생각한다. 앞에 광화문 광장 청계천 뒤로 삼청동  이주변에 연계된 명소들도 많기 때문에 꼭 추천한다."
서울, 경복궁,2019년 6월,X,4,대부분의 사람들이 여행을 간다면 그 나라의 유서 깊은 궁전을 찾게 된다. 한국에서는 그 곳이 바로 경복궁이다. 지금의 경복궁은 원래의 것보다 많이 축소되었지만 그래도 깨끗이 잘 정돈되어 있으며 위엄이 있다.
서울, 경복궁,2019년 12월,X,5,몇번을 가도 감탄하게 되며 산책하기 최고인 경복궁 매번 갈때마다 정교함과 운치에 또한번 반하게 되는곳 주변에 볼거리도 많음
서울, 경복궁,2020년 2월,"서울, 대한민국",5,구정전날 방문했는데 관광객이 참 많았습니다  무료입장이었고 한복입은 관광객이 많더군요  때맞춰 가면 광화문에서 수문장 교대식을 볼 수 있습니다 
서울, 경복궁,2020년 2월,X,5,넓고 아름다운 우리나라 궁궐 건축물도 보면서 역사공부도 할 수 있는곳이에요. 외국인들이 한국인보다 많았고 너무추워서 모두 보지못한것은 아쉬웠어요. 가족여행이면 가족관계증명서를 꼭 챙기세요. 한복 입지않고도 무료관람 가능해요.
서울, 경복궁,2020년 1월,X,5,친구랑 다녀왔는데 엄청 넓어요. 공사중인 곳 있어서 조금 아쉬워서 날씨 따뜻해지면 또 가려구요~ 박물관(?)에도 우리 옛것 전시되어 있어서 볼거리 풍부하고 역사공부 하는 것 같아 좋았어요!
서울, 경복궁,2020년 1월,X,5,도심 한 가운데서 만날 수 있는 조선왕조의 궁궐로 소란스러운 가운데 조용함을 느낄 수 있는 공간으로 한복을 입고 방문하여 기념사진을 찍기 좋음.
서울, 경복궁,2019년 8월,X,5,조선 최고의 궁궐입니다. 너무 좋구요 야경은 두 말 할 것도 없이 완전히 좋습니다. 죽기 전에 한 번쯤은 가 볼만한 곳 입니다. 강추드립니다!!!!!!!
